#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
                4091            -5.35676            -5.47328          0.00176905
                4092            -5.32756            -5.47324          0.00176897
                4093            -5.36139            -5.47321          0.00176875
                4094            -5.35946            -5.47319          0.00176854
                4095            -5.36542            -5.47316           0.0017683
                4096            -5.39215            -5.47314          0.00176798
                4097            -5.32574             -5.4731          0.00176791
                4098            -5.36069            -5.47308           0.0017677
                4099            -5.27813            -5.47303           0.0017679
                4100            -5.34425              -5.473          0.00176775
                4101            -5.37016            -5.47297           0.0017675
                4102            -5.33211            -5.47294           0.0017674
                4103            -5.38345            -5.47292          0.00176711
                4104            -5.44178            -5.47291          0.00176669
                4105            -5.44127             -5.4729          0.00176628
                4106            -5.49207            -5.47291          0.00176585
                4107            -5.45569             -5.4729          0.00176543
                4108            -5.39996            -5.47288          0.00176509
                4109            -5.39336            -5.47286          0.00176476
                4110            -5.41506            -5.47285          0.00176439
                4111            -5.36352            -5.47282          0.00176416
                4112            -5.39645             -5.4728          0.00176383
                4113            -5.33164            -5.47277          0.00176374
                4114            -5.29538            -5.47273          0.00176383
                4115            -5.36079             -5.4727          0.00176362
                4116            -5.49517            -5.47271           0.0017632
                4117            -5.27209            -5.47266          0.00176344
                4118            -5.23865             -5.4726          0.00176393
                4119            -5.42638            -5.47259          0.00176354
                4120             -5.4729            -5.47259          0.00176311
                4121            -5.41413            -5.47257          0.00176274
                4122            -5.37963            -5.47255          0.00176245
                4123            -5.40008            -5.47253          0.00176211
                4124            -5.33575             -5.4725            0.001762
                4125            -5.30559            -5.47246          0.00176204
                4126            -5.25999            -5.47241          0.00176236
                4127            -5.34713            -5.47238           0.0017622
                4128            -5.42365            -5.47237          0.00176181
                4129            -5.39074            -5.47235          0.00176149
                4130            -5.51142            -5.47236          0.00176109
                4131            -5.44313            -5.47235          0.00176068
                4132            -5.37698            -5.47233           0.0017604
                4133            -5.39394            -5.47231          0.00176008
                4134            -5.37041            -5.47228          0.00175983
                4135            -5.31948            -5.47225          0.00175979
                4136            -5.32864            -5.47221          0.00175971
                4137            -5.34423            -5.47218          0.00175955
                4138            -5.39266            -5.47216          0.00175923
                4139            -5.49067            -5.47217          0.00175881
                4140            -5.43935            -5.47216          0.00175841
                4141            -5.35585            -5.47213          0.00175821
                4142            -5.35594             -5.4721          0.00175801
                4143            -5.41539            -5.47209          0.00175763
                4144            -5.33259            -5.47205          0.00175753
                4145             -5.3416            -5.47202          0.00175739
                4146            -5.36069              -5.472          0.00175717
                4147            -5.42074            -5.47198          0.00175679
                4148            -5.47578            -5.47198          0.00175637
                4149            -5.48821            -5.47199          0.00175595
                4150            -5.39425            -5.47197          0.00175563
                4151            -5.41936            -5.47196          0.00175525
                4152            -5.47989            -5.47196          0.00175483
                4153            -5.52073            -5.47197          0.00175444
                4154            -5.56329            -5.47199          0.00175416
                4155            -5.51497              -5.472          0.00175377
                4156            -5.50772            -5.47201          0.00175337
                4157            -5.55181            -5.47203          0.00175305
                4158            -5.41224            -5.47202          0.00175269
                4159            -5.47721            -5.47202          0.00175227
                4160            -5.46226            -5.47202          0.00175185
                4161            -5.42352              -5.472          0.00175146
                4162            -5.38019            -5.47198          0.00175118
                4163            -5.38749            -5.47196          0.00175088
                4164            -5.36958            -5.47194          0.00175063
                4165             -5.3372             -5.4719          0.00175051
                4166            -5.24559            -5.47185          0.00175093
                4167            -5.34273            -5.47182          0.00175079
                4168             -5.4306            -5.47181          0.00175039
                4169            -5.41422             -5.4718          0.00175003
                4170            -5.47996             -5.4718          0.00174961
                4171            -5.41826            -5.47178          0.00174924
                4172            -5.45161            -5.47178          0.00174883
                4173            -5.39168            -5.47176          0.00174851
                4174            -5.37474            -5.47174          0.00174825
                4175            -5.17971            -5.47167          0.00174923
                4176            -5.31058            -5.47163          0.00174923
                4177            -5.29641            -5.47159          0.00174932
                4178            -5.26274            -5.47154          0.00174961
                4179            -5.34908            -5.47151          0.00174944
                4180            -5.33922            -5.47148          0.00174931
                4181            -5.35303            -5.47145          0.00174912
                4182            -5.49612            -5.47145          0.00174871
                4183            -5.45202            -5.47145           0.0017483
                4184            -5.48442            -5.47145          0.00174788
                4185            -5.41454            -5.47144          0.00174752
                4186            -5.38454            -5.47142          0.00174722
                4187            -5.33926            -5.47139          0.00174709
                4188             -5.3271            -5.47135          0.00174701
                4189            -5.29782            -5.47131          0.00174709
                4190            -5.32804            -5.47128          0.00174701
                4191            -5.41157            -5.47126          0.00174665
                4192            -5.33179            -5.47123          0.00174655
                4193             -5.2712            -5.47118          0.00174678
                4194            -5.26907            -5.47113          0.00174703
                4195            -5.36759            -5.47111          0.00174679
                4196            -5.33121            -5.47107          0.00174669
                4197            -5.29379            -5.47103          0.00174678
                4198            -5.24387            -5.47098          0.00174721
                4199            -5.39414            -5.47096          0.00174689
                4200            -5.38004            -5.47094           0.0017466
                4201            -5.37527            -5.47092          0.00174634
                4202            -5.34486            -5.47089          0.00174618
                4203            -5.27936            -5.47084          0.00174636
                4204            -5.30154             -5.4708          0.00174641
                4205            -5.40614            -5.47078          0.00174606
                4206            -5.42807            -5.47077          0.00174567
                4207            -5.43337            -5.47077          0.00174528
                4208             -5.4348            -5.47076          0.00174489
                4209            -5.42623            -5.47075          0.00174451
                4210            -5.38806            -5.47073           0.0017442
                4211            -5.26497            -5.47068          0.00174447
                4212            -5.36779            -5.47065          0.00174423
                4213            -5.41768            -5.47064          0.00174386
                4214            -5.45994            -5.47064          0.00174345
                4215            -5.53665            -5.47065           0.0017431
                4216            -5.55406            -5.47067           0.0017428
                4217            -5.55549            -5.47069          0.00174251
                4218            -5.53146            -5.47071          0.00174215
                4219            -5.58885            -5.47074          0.00174196
                4220            -5.59867            -5.47077          0.00174182
                4221            -5.52034            -5.47078          0.00174144
                4222            -5.56279             -5.4708          0.00174117
                4223            -5.59046            -5.47083          0.00174098
                4224            -5.52701            -5.47084          0.00174062
                4225            -5.56155            -5.47086          0.00174034
                4226             -5.4438            -5.47086          0.00173994
                4227            -5.47468            -5.47086          0.00173953
                4228            -5.49391            -5.47086          0.00173913
                4229            -5.56557            -5.47089          0.00173886
                4230            -5.47121            -5.47089          0.00173845
                4231            -5.50641            -5.47089          0.00173806
                4232            -5.59895            -5.47092          0.00173791
                4233             -5.4908            -5.47093          0.00173751
                4234            -5.46961            -5.47093           0.0017371
                4235            -5.55146            -5.47095          0.00173679
                4236            -5.51341            -5.47096          0.00173641
                4237             -5.4968            -5.47096          0.00173601
                4238            -5.43182            -5.47095          0.00173563
                4239            -5.43968            -5.47095          0.00173523
                4240            -5.37916            -5.47093          0.00173496
                4241            -5.50447            -5.47093          0.00173457
                4242            -5.54691            -5.47095          0.00173425
                4243            -5.51688            -5.47096          0.00173388
                4244            -5.39178            -5.47094          0.00173357
                4245            -5.37141            -5.47092          0.00173332
                4246            -5.25401            -5.47087          0.00173366
                4247            -5.32947            -5.47084          0.00173357
                4248            -5.50658            -5.47084          0.00173319
                4249            -5.44971            -5.47084          0.00173279
                4250            -5.54242            -5.47086          0.00173246
                4251            -5.44348            -5.47085          0.00173207
                4252            -5.43058            -5.47084          0.00173168
                4253            -5.46332            -5.47084          0.00173128
                4254             -5.4403            -5.47083          0.00173089
                4255            -5.38025            -5.47081          0.00173061
                4256            -5.48139            -5.47081           0.0017302
                4257             -5.5453            -5.47083          0.00172989
                4258            -5.47559            -5.47083          0.00172948
                4259            -5.56357            -5.47085          0.00172921
                4260            -5.44511            -5.47085          0.00172882
                4261            -5.40221            -5.47083          0.00172849
                4262            -5.37557            -5.47081          0.00172822
                4263            -5.45239             -5.4708          0.00172782
                4264            -5.50455            -5.47081          0.00172744
                4265            -5.54029            -5.47083          0.00172711
                4266             -5.4951            -5.47083          0.00172671
                4267            -5.56847            -5.47086          0.00172646
                4268            -5.58238            -5.47088          0.00172625
                4269             -5.6118            -5.47092          0.00172617
                4270            -5.55059            -5.47093          0.00172586
                4271            -5.58827            -5.47096          0.00172568
                4272            -5.56134            -5.47098           0.0017254
                4273            -5.50964            -5.47099          0.00172502
                4274            -5.56551            -5.47101          0.00172476
                4275            -5.58714            -5.47104          0.00172457
                4276            -5.57673            -5.47107          0.00172434
                4277            -5.52371            -5.47108          0.00172399
                4278            -5.52775            -5.47109          0.00172363
                4279            -5.45998            -5.47109          0.00172323
                4280            -5.51741             -5.4711          0.00172286
                4281            -5.55982            -5.47112          0.00172259
                4282            -5.47654            -5.47112          0.00172218
                4283            -5.48208            -5.47112          0.00172178
                4284            -5.45244            -5.47112          0.00172139
                4285            -5.45464            -5.47112          0.00172099
                4286            -5.48987            -5.47112          0.00172059
                4287            -5.45424            -5.47112           0.0017202
                4288            -5.52451            -5.47113          0.00171984
                4289            -5.55678            -5.47115          0.00171956
                4290            -5.48469            -5.47115          0.00171916
                4291            -5.46965            -5.47115          0.00171876
                4292            -5.34662            -5.47112           0.0017186
                4293            -5.48599            -5.47113           0.0017182
                4294            -5.40607            -5.47111          0.00171787
                4295            -5.30455            -5.47107          0.00171791
                4296            -5.28662            -5.47103          0.00171805
                4297             -5.2542            -5.47098          0.00171839
                4298            -5.28296            -5.47094          0.00171854
                4299            -5.29916             -5.4709          0.00171861
                4300            -5.35231            -5.47087          0.00171843
                4301            -5.35452            -5.47084          0.00171824
                4302            -5.33351            -5.47081          0.00171814
                4303            -5.32767            -5.47078          0.00171806
                4304             -5.1912            -5.47071          0.00171889
                4305            -5.21613            -5.47065          0.00171951
                4306             -5.3716            -5.47063          0.00171926
                4307            -5.43112            -5.47062          0.00171889
                4308            -5.44566            -5.47061           0.0017185
                4309            -5.37744            -5.47059          0.00171824
                4310             -5.4348            -5.47058          0.00171786
                4311            -5.36691            -5.47056          0.00171763
                4312             -5.3761            -5.47054          0.00171737
                4313            -5.48983            -5.47054          0.00171698
                4314            -5.52055            -5.47055          0.00171662
                4315            -5.52732            -5.47057          0.00171627
                4316            -5.48788            -5.47057          0.00171588
                4317            -5.41996            -5.47056          0.00171552
                4318            -5.45552            -5.47056          0.00171513
                4319             -5.3894            -5.47054          0.00171483
                4320            -5.35823            -5.47051          0.00171463
                4321            -5.45728            -5.47051          0.00171424
                4322            -5.49578            -5.47051          0.00171385
                4323            -5.53688            -5.47053          0.00171352
                4324            -5.50938            -5.47054          0.00171315
                4325            -5.53168            -5.47055          0.00171281
                4326            -5.38835            -5.47053          0.00171252
                4327             -5.2585            -5.47048          0.00171283
                4328            -5.33708            -5.47045          0.00171271
                4329            -5.46009            -5.47045          0.00171232
                4330            -5.44726            -5.47045          0.00171193
                4331            -5.38452            -5.47043          0.00171165
                4332            -5.31615            -5.47039          0.00171162
                4333            -5.34074            -5.47036          0.00171149
                4334            -5.35455            -5.47033           0.0017113
                4335            -5.37191            -5.47031          0.00171106
                4336            -5.40045            -5.47029          0.00171074
                4337            -5.38577            -5.47027          0.00171046
                4338            -5.42227            -5.47026           0.0017101
                4339            -5.37325            -5.47024          0.00170985
                4340            -5.33227            -5.47021          0.00170975
                4341            -5.37579            -5.47019           0.0017095
                4342            -5.38795            -5.47017          0.00170921
                4343            -5.38556            -5.47015          0.00170893
                4344            -5.30647            -5.47011          0.00170895
                4345            -5.30628            -5.47007          0.00170897
                4346            -5.39187            -5.47006          0.00170867
                4347            -5.48237            -5.47006          0.00170828
                4348            -5.39286            -5.47004          0.00170798
                4349            -5.35457            -5.47001          0.00170779
                4350             -5.4287            -5.47001          0.00170743
                4351            -5.30991            -5.46997          0.00170743
                4352            -5.36385            -5.46994          0.00170721
                4353            -5.41211            -5.46993          0.00170687
                4354            -5.37426            -5.46991          0.00170662
                4355             -5.2714            -5.46986          0.00170684
                4356            -5.29663            -5.46982          0.00170691
                4357            -5.35297             -5.4698          0.00170673
                4358            -5.43864            -5.46979          0.00170635
                4359            -5.51391             -5.4698          0.00170599
                4360              -5.537            -5.46981          0.00170567
                4361            -5.48697            -5.46982          0.00170528
                4362            -5.47015            -5.46982          0.00170489
                4363            -5.39678             -5.4698          0.00170458
                4364            -5.48461            -5.46981           0.0017042
                4365            -5.43952             -5.4698          0.00170382
                4366            -5.46691             -5.4698          0.00170343
                4367            -5.35062            -5.46977          0.00170326
                4368            -5.39955            -5.46975          0.00170294
                4369            -5.25367            -5.46971          0.00170327
                4370            -5.37962            -5.46968          0.00170301
                4371            -5.27859            -5.46964          0.00170318
                4372             -5.3933            -5.46962          0.00170288
                4373            -5.45296            -5.46962          0.00170249
                4374            -5.46641            -5.46962          0.00170211
                4375            -5.36854             -5.4696          0.00170187
                4376            -5.42032            -5.46958          0.00170152
                4377            -5.38811            -5.46957          0.00170123
                4378            -5.46914            -5.46957          0.00170085
                4379            -5.44976            -5.46956          0.00170046
                4380            -5.48094            -5.46956          0.00170008
                4381            -5.37357            -5.46954          0.00169983
                4382            -5.43483            -5.46953          0.00169946
                4383            -5.50155            -5.46954          0.00169909
                4384            -5.47774            -5.46954           0.0016987
                4385            -5.52345            -5.46956          0.00169836
                4386            -5.49681            -5.46956          0.00169798
                4387            -5.36377            -5.46954          0.00169777
                4388            -5.41202            -5.46952          0.00169743
                4389            -5.41234            -5.46951          0.00169709
                4390             -5.4009             -5.4695          0.00169678
                4391            -5.45745            -5.46949           0.0016964
                4392            -5.49849             -5.4695          0.00169602
                4393            -5.48753             -5.4695          0.00169564
                4394            -5.56485            -5.46953          0.00169539
                4395            -5.55605            -5.46955          0.00169512
                4396            -5.74218            -5.46961          0.00169587
                4397            -5.57315            -5.46963          0.00169565
                4398            -5.45905            -5.46963          0.00169527
                4399             -5.4226            -5.46962          0.00169491
                4400            -5.42339            -5.46961          0.00169456
                4401            -5.42208             -5.4696          0.00169421
                4402            -5.37968            -5.46958          0.00169395
                4403            -5.42028            -5.46956           0.0016936
                4404            -5.35417            -5.46954          0.00169342
                4405            -5.30309             -5.4695          0.00169346
                4406            -5.36103            -5.46948          0.00169325
                4407            -5.30826            -5.46944          0.00169326
                4408            -5.40787            -5.46943          0.00169294
                4409             -5.4181            -5.46941          0.00169259
                4410            -5.47054            -5.46941          0.00169221
                4411            -5.46292            -5.46941          0.00169182
                4412            -5.51012            -5.46942          0.00169147
                4413            -5.48723            -5.46943          0.00169109
                4414            -5.42452            -5.46942          0.00169074
                4415            -5.43019            -5.46941          0.00169038
                4416            -5.48695            -5.46941             0.00169
                4417            -5.71558            -5.46947          0.00169053
                4418            -5.65427            -5.46951          0.00169067
                4419            -5.59756            -5.46954          0.00169053
                4420            -5.59628            -5.46957          0.00169039
                4421            -5.53967            -5.46958          0.00169009
                4422             -5.5634             -5.4696          0.00168984
                4423            -5.53775            -5.46962          0.00168953
                4424            -5.58243            -5.46964          0.00168934
                4425            -5.52462            -5.46966            0.001689
                4426            -5.46223            -5.46965          0.00168862
                4427             -5.4946            -5.46966          0.00168825
                4428            -5.48091            -5.46966          0.00168787
                4429            -5.63819             -5.4697          0.00168792
                4430            -5.54694            -5.46972          0.00168763
                4431            -5.52876            -5.46973           0.0016873
                4432            -5.55766            -5.46975          0.00168703
                4433            -5.54703            -5.46977          0.00168674
                4434               -5.45            -5.46976          0.00168637
                4435            -5.36266            -5.46974          0.00168616
                4436            -5.37759            -5.46972          0.00168591
                4437            -5.34138            -5.46969          0.00168578
                4438            -5.26928            -5.46965            0.001686
                4439            -5.21755            -5.46959          0.00168658
                4440            -5.35024            -5.46956          0.00168641
                4441            -5.40332            -5.46955           0.0016861
                4442            -5.36459            -5.46952          0.00168588
                4443            -5.32419            -5.46949          0.00168582
                4444            -5.31481            -5.46946           0.0016858
                4445            -5.43514            -5.46945          0.00168544
                4446            -5.39584            -5.46943          0.00168514
                4447            -5.48937            -5.46944          0.00168477
                4448             -5.6012            -5.46947          0.00168465
                4449            -5.54508            -5.46948          0.00168436
                4450            -5.60886            -5.46951          0.00168427
                4451            -5.61936            -5.46955          0.00168423
                4452            -5.54904            -5.46957          0.00168395
                4453            -5.53836            -5.46958          0.00168364
                4454            -5.46128            -5.46958          0.00168326
                4455              -5.514            -5.46959          0.00168291
                4456            -5.47414            -5.46959          0.00168254
                4457            -5.47001            -5.46959          0.00168216
                4458            -5.50771             -5.4696           0.0016818
                4459             -5.5002            -5.46961          0.00168144
                4460            -5.48991            -5.46961          0.00168107
                4461            -5.47852            -5.46961          0.00168069
                4462            -5.50142            -5.46962          0.00168033
                4463             -5.4004             -5.4696          0.00168003
                4464             -5.4267            -5.46959          0.00167968
                4465            -5.44151            -5.46959          0.00167931
                4466            -5.44149            -5.46958          0.00167895
                4467            -5.48919            -5.46959          0.00167858
                4468            -5.42976            -5.46958          0.00167823
                4469            -5.38088            -5.46956          0.00167797
                4470            -5.31725            -5.46952          0.00167794
                4471             -5.3665             -5.4695          0.00167772
                4472             -5.4963            -5.46951          0.00167736
                4473            -5.47296            -5.46951          0.00167698
                4474            -5.41941             -5.4695          0.00167665
                4475            -5.38341            -5.46948          0.00167638
                4476            -5.34779            -5.46945          0.00167623
                4477            -5.27052             -5.4694          0.00167644
                4478            -5.38065            -5.46938          0.00167618
                4479            -5.40453            -5.46937          0.00167587
                4480            -5.44874            -5.46937           0.0016755
                4481             -5.4212            -5.46936          0.00167517
                4482            -5.44281            -5.46935           0.0016748
                4483            -5.53334            -5.46936          0.00167449
                4484             -5.4768            -5.46937          0.00167412
                4485            -5.36246            -5.46934          0.00167391
                4486            -5.40368            -5.46933           0.0016736
                4487            -5.38469            -5.46931          0.00167334
                4488            -5.42248             -5.4693            0.001673
                4489            -5.40775            -5.46928          0.00167268
                4490             -5.3469            -5.46926          0.00167253
                4491             -5.3454            -5.46923          0.00167238
                4492            -5.52531            -5.46924          0.00167206
                4493            -5.43515            -5.46923           0.0016717
                4494            -5.43018            -5.46922          0.00167135
                4495            -5.38962            -5.46921          0.00167108
                4496            -5.29444            -5.46917          0.00167116
                4497            -5.32141            -5.46914          0.00167111
                4498            -5.43925            -5.46913          0.00167075
                4499            -5.41855            -5.46912          0.00167042
                4500            -5.33699            -5.46909           0.0016703
                4501            -5.46514            -5.46909          0.00166993
                4502            -5.46981            -5.46909          0.00166956
                4503            -5.41531            -5.46908          0.00166923
                4504            -5.40346            -5.46906          0.00166893
                4505            -5.42061            -5.46905          0.00166859
                4506            -5.27509            -5.46901          0.00166878
                4507            -5.20797            -5.46895          0.00166941
                4508            -5.26424             -5.4689          0.00166966
                4509            -5.30356            -5.46887          0.00166969
                4510            -5.31468            -5.46883          0.00166967
                4511            -5.42731            -5.46882          0.00166932
                4512            -5.42051            -5.46881          0.00166899
                4513            -5.32653            -5.46878          0.00166892
                4514            -5.36913            -5.46876          0.00166869
                4515            -5.36859            -5.46874          0.00166847
                4516            -5.36218            -5.46871          0.00166827
                4517            -5.38869             -5.4687          0.00166799
                4518            -5.43143            -5.46869          0.00166764
                4519            -5.40528            -5.46867          0.00166733
                4520            -5.40957            -5.46866          0.00166702
                4521            -5.47373            -5.46866          0.00166665
                4522            -5.52102            -5.46867          0.00166632
                4523            -5.54941            -5.46869          0.00166605
                4524            -5.47516            -5.46869          0.00166568
                4525            -5.52066             -5.4687          0.00166535
                4526            -5.52406            -5.46872          0.00166503
                4527            -5.57812            -5.46874          0.00166484
                4528            -5.53194            -5.46875          0.00166453
                4529            -5.53485            -5.46877          0.00166422
                4530            -5.56003            -5.46879          0.00166398
                4531             -5.5193             -5.4688          0.00166365
                4532            -5.42198            -5.46879          0.00166331
                4533            -5.37279            -5.46877          0.00166308
                4534             -5.3753            -5.46875          0.00166284
                4535            -5.37376            -5.46873          0.00166261
                4536            -5.42417            -5.46872          0.00166227
                4537            -5.46295            -5.46872           0.0016619
                4538            -5.45769            -5.46871          0.00166154
                4539            -5.50196            -5.46872          0.00166119
                4540            -5.53824            -5.46874          0.00166089
                4541            -5.44645            -5.46873          0.00166053
                4542            -5.48109            -5.46873          0.00166017
                4543            -5.40445            -5.46872          0.00165987
                4544            -5.32915            -5.46869          0.00165979
                4545             -5.2777            -5.46865          0.00165995
                4546            -5.51523            -5.46866          0.00165962
                4547            -5.53766            -5.46867          0.00165932
                4548            -5.47776            -5.46867          0.00165896
                4549            -5.50941            -5.46868          0.00165862
                4550            -5.61195            -5.46872          0.00165855
                4551            -5.53331            -5.46873          0.00165825
                4552            -5.51772            -5.46874          0.00165792
                4553            -5.55193            -5.46876          0.00165766
                4554            -5.49556            -5.46876           0.0016573
                4555            -5.49644            -5.46877          0.00165695
                4556            -5.43937            -5.46876           0.0016566
                4557            -5.44772            -5.46876          0.00165624
                4558            -5.49728            -5.46877          0.00165589
                4559            -5.48654            -5.46877          0.00165553
                4560            -5.43091            -5.46876          0.00165519
                4561            -5.44514            -5.46876          0.00165483
                4562            -5.56894            -5.46878          0.00165462
                4563            -5.53379            -5.46879          0.00165432
                4564            -5.45089            -5.46879          0.00165396
                4565            -5.43811            -5.46878          0.00165361
                4566            -5.45059            -5.46878          0.00165325
                4567            -5.48336            -5.46878          0.00165289
                4568            -5.49446            -5.46879          0.00165254
                4569            -5.49084            -5.46879          0.00165219
                4570            -5.53706            -5.46881          0.00165189
                4571            -5.56075            -5.46883          0.00165165
                4572             -5.4578            -5.46882          0.00165129
                4573            -5.47678            -5.46883          0.00165093
                4574            -5.36156             -5.4688          0.00165074
                4575            -5.37259            -5.46878          0.00165051
                4576            -5.38028            -5.46876          0.00165027
                4577            -5.42265            -5.46875          0.00164994
                4578            -5.40317            -5.46874          0.00164964
                4579            -5.44075            -5.46873          0.00164929
                4580            -5.44148            -5.46873          0.00164894
                4581            -5.44543            -5.46872          0.00164859
                4582            -5.57309            -5.46874          0.00164838
                4583            -5.54241            -5.46876           0.0016481
                4584            -5.53525            -5.46877          0.00164781
                4585            -5.64511            -5.46881           0.0016479
                4586            -5.62216            -5.46885          0.00164788
                4587            -5.52208            -5.46886          0.00164756
                4588             -5.4809            -5.46886           0.0016472
                4589            -5.65806             -5.4689          0.00164736
                4590            -5.63749            -5.46894          0.00164741
                4591            -5.53852            -5.46895          0.00164712
                4592            -5.39499            -5.46894          0.00164684
                4593            -5.54182            -5.46895          0.00164656
                4594            -5.44838            -5.46895          0.00164621
                4595            -5.48919            -5.46895          0.00164585
                4596            -5.51701            -5.46896          0.00164553
                4597            -5.57073            -5.46899          0.00164532
                4598            -5.59311            -5.46901          0.00164518
                4599            -5.70307            -5.46906          0.00164561
                4600            -5.62181             -5.4691          0.00164559
                4601             -5.5229            -5.46911          0.00164527
                4602            -5.49533            -5.46911          0.00164493
                4603            -5.56174            -5.46913          0.00164469
                4604            -5.52219            -5.46915          0.00164437
                4605              -5.505            -5.46915          0.00164404
                4606            -5.47543            -5.46915          0.00164368
                4607            -5.44915            -5.46915          0.00164333
                4608            -5.41518            -5.46914          0.00164301
                4609            -5.45853            -5.46914          0.00164266
                4610            -5.44438            -5.46913          0.00164231
                4611            -5.39744            -5.46912          0.00164203
                4612            -5.46566            -5.46911          0.00164167
                4613            -5.42252             -5.4691          0.00164135
                4614            -5.43693             -5.4691          0.00164101
                4615            -5.41211            -5.46909           0.0016407
                4616            -5.40603            -5.46907           0.0016404
                4617            -5.32734            -5.46904          0.00164033
                4618            -5.37296            -5.46902          0.00164011
                4619            -5.33127            -5.46899          0.00164002
                4620            -5.38301            -5.46897          0.00163977
                4621            -5.43655            -5.46896          0.00163943
                4622            -5.53201            -5.46898          0.00163914
                4623            -5.57311              -5.469          0.00163894
                4624            -5.56571            -5.46902          0.00163872
                4625            -5.47866            -5.46902          0.00163836
                4626            -5.41096            -5.46901          0.00163806
                4627            -5.40135              -5.469          0.00163777
                4628            -5.44157            -5.46899          0.00163742
                4629            -5.42782            -5.46898           0.0016371
                4630            -5.57451              -5.469           0.0016369
                4631            -5.62706            -5.46904           0.0016369
                4632            -5.53002            -5.46905           0.0016366
                4633            -5.39416            -5.46904          0.00163633
                4634            -5.33098            -5.46901          0.00163625
                4635            -5.36054            -5.46898          0.00163606
                4636            -5.38017            -5.46896          0.00163582
                4637            -5.36898            -5.46894          0.00163561
                4638            -5.32518            -5.46891          0.00163555
                4639            -5.29763            -5.46887          0.00163561
                4640            -5.24356            -5.46883          0.00163598
                4641            -5.25172            -5.46878           0.0016363
                4642            -5.26718            -5.46873          0.00163652
                4643            -5.27925            -5.46869          0.00163668
                4644            -5.26129            -5.46865          0.00163694
                4645            -5.28229            -5.46861          0.00163708
                4646            -5.30032            -5.46857          0.00163712
